# [1] Yaws' Handbook of Thermodynamic and Physical Properties of Chemical Compounds, [2] DIPPR. [3] Handbook of Solvents, Volume 1. Retrieved from Knovel
#T, rhol, delta
272.15, 10357.0, 14453.0
