# From D.Ambrose, B. E. Broderick, and R. Townsend, The Vapour Pressures above the Normal Boiling Point and the Critical PressuresofSome Aromatic Hydrocarbons,  J. Chem. Soc. A:, 1967, 633-641
# T, P
420, 133800
440, 216100
460, 332500
480, 492000
500, 703300
520, 976300
540, 1321500
560, 1751100
580, 2279100
600, 2924900
